SampleID,SampleIDR,SampleType,SampleNeg,SampleOrNeg,SampleType2,SwabType,ExtractionDate,ExtractionStaff,ExtractionKit,DNAConc (ng/ul),ElutionVolume (uL),Notes,DNA.Plate,Well,SequencingRun,TidalZone,SubstrateDepth,Host,Radiusmm,Project,SiteType,LocationType,SiteID,Site,Date,Year,Month,YearMonth,Day,DayOfYear,WastingScore,WastingCategory,DermisType,SSWD,Sterivex,PCRcycles,LifeStage,Sequenced?,ReadCount,Season,Disease_Status_Star,DermisType2
QSMIC482,QSMIC482,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,9A,smic_run7,intertidal,rock,Dermasterias imbricata,80,quadra seastars,Quadra,Quadra,ROCKY14,moulds bay,2023-01-20,2023,1,2023_1,20,20,0,Healthy,H,QSSWD415,QMIC4808,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC483,QSMIC483,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,9B,smic_run7,intertidal,rock,Evasterias troschelii,100,quadra seastars,Quadra,Quadra,ROCKY14,moulds bay,2023-01-20,2023,1,2023_1,20,20,0,Healthy,H,QSSWD416,QMIC4808,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC484,QSMIC484,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,9C,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY14,moulds bay,2023-01-20,2023,1,2023_1,20,20,0,Healthy,H,QSSWD417,QMIC4808,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC485,QSMIC485,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,9D,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY14,moulds bay,2023-01-20,2023,1,2023_1,20,20,0,Healthy,H,QSSWD418,QMIC4808,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC486,QSMIC486,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,9E,smic_run7,intertidal,rock,Dermasterias imbricata,50,quadra seastars,Quadra,Quadra,ROCKY14,moulds bay,2023-01-20,2023,1,2023_1,20,20,0,Healthy,H,QSSWD419,QMIC4808,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC487,QSMIC487,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,9F,smic_run7,intertidal,rock,Evasterias troschelii,80,quadra seastars,Quadra,Quadra,ROCKY14,moulds bay,2023-01-20,2023,1,2023_1,20,20,0,Healthy,H,QSSWD420,QMIC4808,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC488,QSMIC488,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,9G,smic_run7,intertidal,rock,Dermasterias imbricata,40,quadra seastars,Quadra,Quadra,ROCKY14,moulds bay,2023-01-20,2023,1,2023_1,20,20,0,Healthy,H,QSSWD421,QMIC4808,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC489,QSMIC489,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,9H,smic_run7,intertidal,rock,Pisaster ochraceus,100,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD422,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC490,QSMIC490,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,10A,smic_run7,intertidal,rock,Pisaster ochraceus,60,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD423,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC491,QSMIC491,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,10B,smic_run7,intertidal,rock,Pisaster ochraceus,130,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD424,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
SSWDN147,SSWDN147,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,10C,smic_run7,#N/A,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
QSMIC492,QSMIC492,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,10D,smic_run7,intertidal,rock,Pisaster ochraceus,110,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD425,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC493,QSMIC493,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,10E,smic_run7,intertidal,rock,Pisaster ochraceus,20,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD426,QMIC4811,30,Juvenile,Yes,#N/A,Winter,healthy,H_healthy
QSMIC494,QSMIC494,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,10F,smic_run7,intertidal,rock,Pisaster ochraceus,90,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD427,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC495,QSMIC495,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,10G,smic_run7,intertidal,rock,Pisaster ochraceus,120,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD428,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC496,QSMIC496,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,10H,smic_run7,intertidal,rock,Pisaster ochraceus,50,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD429,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC497,QSMIC497,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,11A,smic_run7,intertidal,rock,Pisaster ochraceus,100,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,1,Mild,H,QSSWD430,QMIC4811,30,Adult,Yes,#N/A,Winter,diseased,H_diseased
QSMIC498,QSMIC498,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,11B,smic_run7,intertidal,rock,Pisaster ochraceus,100,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,1,Mild,L,QSSWD430,QMIC4811,30,Adult,No,#N/A,Winter,diseased,L_diseased
QSMIC499,QSMIC499,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,11C,smic_run7,intertidal,rock,Pisaster ochraceus,110,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,2,Mild,H,QSSWD431,QMIC4811,30,Adult,Yes,#N/A,Winter,diseased,H_diseased
QSMIC500,QSMIC500,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,11D,smic_run7,intertidal,rock,Pisaster ochraceus,110,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,2,Mild,L,QSSWD431,QMIC4811,30,Adult,Yes,#N/A,Winter,diseased,L_diseased
QSMIC501,QSMIC501,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,11E,smic_run7,intertidal,rock,Dermasterias imbricata,70,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD432,QMIC4811,30,Adult,No,#N/A,Winter,healthy,H_healthy
QSMIC502,QSMIC502,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,11F,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD433,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC503,QSMIC503,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,11G,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD434,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC504,QSMIC504,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,11H,smic_run7,intertidal,rock,Pisaster ochraceus,40,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD435,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC505,QSMIC505,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,12A,smic_run7,intertidal,rock,Pisaster ochraceus,100,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD436,QMIC4811,30,Adult,No,#N/A,Winter,healthy,H_healthy
QSMIC506,QSMIC506,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,12B,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,0,Healthy,H,QSSWD437,QMIC4811,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC507,QSMIC507,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,12C,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,2,Mild,H,QSSWD438,QMIC4811,30,Adult,Yes,#N/A,Winter,diseased,H_diseased
QSMIC508,QSMIC508,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,12D,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,2,Mild,L,QSSWD438,QMIC4811,30,Adult,Yes,#N/A,Winter,diseased,L_diseased
QSMIC509,QSMIC509,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,12E,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,1,Mild,H,QSSWD439,QMIC4811,30,Adult,Yes,#N/A,Winter,diseased,H_diseased
QSMIC510,QSMIC510,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,12F,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY13,shellaligan pass,2023-01-21,2023,1,2023_1,21,21,1,Mild,L,QSSWD439,QMIC4811,30,Adult,Yes,#N/A,Winter,diseased,L_diseased
QSMIC511,QSMIC511,Swab,Sample,Sample,SwabSample,Flocked,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,12G,smic_run7,intertidal,rock,Pisaster ochraceus,100,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,1,Mild,H,QSSWD440,QMIC4810,30,Adult,Yes,#N/A,Winter,diseased,H_diseased
SSWDN148,SSWDN148,Swab,Negative,PCRNeg,SwabPCRNeg,NA,2024-01-12,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 25,12H,smic_run7,#N/A,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
QSMIC512,QSMIC512,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,1A,smic_run7,intertidal,rock,Pisaster ochraceus,100,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,1,Mild,L,QSSWD440,QMIC4810,30,Adult,No,#N/A,Winter,diseased,L_diseased
QSMIC513,QSMIC513,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,1B,smic_run7,intertidal,rock,Pisaster ochraceus,110,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD441,QMIC4810,30,Adult,No,#N/A,Winter,healthy,H_healthy
QSMIC514,QSMIC514,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,1C,smic_run7,intertidal,rock,Pisaster ochraceus,80,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD442,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC515,QSMIC515,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,1D,smic_run7,intertidal,rock,Pisaster ochraceus,90,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD443,QMIC4810,30,Adult,No,#N/A,Winter,healthy,H_healthy
QSMIC516,QSMIC516,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,1E,smic_run7,intertidal,rock,Pisaster ochraceus,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD444,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC517,QSMIC517,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,1F,smic_run7,intertidal,rock,Dermasterias imbricata,70,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD445,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC518,QSMIC518,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,1G,smic_run7,intertidal,rock,Pisaster ochraceus,90,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD446,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC519,QSMIC519,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,1H,smic_run7,intertidal,rock,Pisaster ochraceus,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD447,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC520,QSMIC520,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,2A,smic_run7,intertidal,rock,Pisaster ochraceus,40,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,2,Mild,H,QSSWD448,QMIC4810,30,Adult,No,#N/A,Winter,diseased,H_diseased
QSMIC521,QSMIC521,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,2B,smic_run7,intertidal,rock,Pisaster ochraceus,40,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,2,Mild,L,QSSWD448,QMIC4810,30,Adult,No,#N/A,Winter,diseased,L_diseased
QSMIC522,QSMIC522,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,2C,smic_run7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,No,#N/A,#N/A,#N/A,#N/A
SSWDN149,SSWDN149,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,2D,smic_run7,#N/A,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
QSMIC523,QSMIC523,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,2E,smic_run7,intertidal,rock,Pisaster ochraceus,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,2,Mild,L,QSSWD449,QMIC4810,30,Adult,Yes,#N/A,Winter,diseased,L_diseased
QSMIC524,QSMIC524,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,2F,smic_run7,intertidal,rock,Pisaster ochraceus,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,2,Mild,H,QSSWD449,QMIC4810,30,Adult,Yes,#N/A,Winter,diseased,H_diseased
QSMIC525,QSMIC525,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,2G,smic_run7,intertidal,rock,Pisaster ochraceus,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD450,QMIC4810,30,Adult,No,#N/A,Winter,healthy,H_healthy
QSMIC526,QSMIC526,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,2H,smic_run7,intertidal,rock,Pisaster ochraceus,70,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,1,Mild,H,QSSWD451,QMIC4810,30,Adult,Yes,#N/A,Winter,diseased,H_diseased
QSMIC527,QSMIC527,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,3A,smic_run7,intertidal,rock,Pisaster ochraceus,70,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,1,Mild,L,QSSWD451,QMIC4810,30,Adult,Yes,#N/A,Winter,diseased,L_diseased
QSMIC528,QSMIC528,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,3B,smic_run7,intertidal,rock,Dermasterias imbricata,50,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD453,QMIC4810,30,Adult,No,#N/A,Winter,healthy,H_healthy
QSMIC529,QSMIC529,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,3C,smic_run7,intertidal,rock,Dermasterias imbricata,50,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD452,QMIC4810,30,Adult,No,#N/A,Winter,healthy,H_healthy
QSMIC530,QSMIC530,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,3D,smic_run7,intertidal,rock,Pisaster ochraceus,100,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD454,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC531,QSMIC531,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,3E,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD455,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC532,QSMIC532,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,3F,smic_run7,intertidal,rock,Pisaster ochraceus,110,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD456,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC533,QSMIC533,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,3G,smic_run7,intertidal,rock,Pisaster ochraceus,30,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD457,QMIC4810,30,Juvenile,No,#N/A,Winter,healthy,H_healthy
QSMIC534,QSMIC534,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,3H,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD458,QMIC4810,30,Adult,No,#N/A,Winter,healthy,H_healthy
SSWDN150,SSWDN150,Swab,Negative,ExtNeg,SwabExtNeg,Cotton,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,4A,smic_run7,#N/A,#N/A,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30,#N/A,Yes,#N/A,#N/A,#N/A,#N/A
QSMIC535,QSMIC535,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,4B,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD459,QMIC4810,30,Adult,No,#N/A,Winter,healthy,H_healthy
QSMIC536,QSMIC536,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,4C,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD460,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC537,QSMIC537,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,4D,smic_run7,intertidal,rock,Dermasterias imbricata,50,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD461,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC538,QSMIC538,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,4E,smic_run7,intertidal,rock,Dermasterias imbricata,30,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD462,QMIC4810,30,Juvenile,No,#N/A,Winter,healthy,H_healthy
QSMIC539,QSMIC539,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,4F,smic_run7,intertidal,rock,Dermasterias imbricata,60,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,0,Healthy,H,QSSWD463,QMIC4810,30,Adult,Yes,#N/A,Winter,healthy,H_healthy
QSMIC540,QSMIC540,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,4G,smic_run7,intertidal,rock,Pisaster ochraceus,120,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,3,Severe,H,QSSWD464,QMIC4810,30,Adult,No,#N/A,Winter,diseased,H_diseased
QSMIC541,QSMIC541,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,4H,smic_run7,intertidal,rock,Pisaster ochraceus,120,quadra seastars,Quadra,Quadra,ROCKY12,annex,2023-01-22,2023,1,2023_1,22,22,3,Severe,L,QSSWD464,QMIC4810,30,Adult,Yes,#N/A,Winter,diseased,L_diseased
QSMIC542,QSMIC542,Swab,Sample,Sample,SwabSample,Flocked,2024-03-05,Carolyn Prentice,Zymobiomics 96 Kit,,50,,Plate 26,5A,smic_run7,intertidal,rock,Pisaster ochraceus,150,quadra seastars,Quadra,Quadra,ROCKY14,moulds bay,2023-05-08,2023,5,2023_5,8,128,0,Healthy,H,QSSWD465,QMIC4992,30,Adult,No,#N/A,Spring,healthy,H_healthy
